timestamp,node_id,epoch,step,loss,perplexity,samples,tokens
2026-08-28 06:09:20,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,2,2.0625,7.8656,2464,5046272
2026-08-28 06:10:09,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,10,1.8125,6.1257,2720,5570560
2026-08-28 06:10:15,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,3,2.0469,7.7439,2496,5111808
2026-08-28 06:11:06,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,11,1.6562,5.2394,2752,5636096
2026-08-28 06:11:11,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,4,1.8281,6.2221,2528,5177344
2026-08-28 06:12:01,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,12,1.4531,4.2764,2784,5701632
2026-08-28 06:12:06,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,5,2.0938,8.1157,2560,5242880
2026-08-28 06:12:57,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,13,1.7109,5.5339,2816,5767168
2026-08-28 06:13:02,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,6,1.6094,4.9998,2592,5308416
2026-08-28 06:13:53,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,14,1.6641,5.2809,2848,5832704
2026-08-28 06:13:58,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,7,1.8594,6.4199,2624,5373952
2026-08-28 06:14:48,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,15,2.0781,7.9893,2880,5898240
2026-08-28 06:14:53,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,8,1.8359,6.2708,2656,5439488
2026-08-28 06:15:49,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,9,1.9766,7.2182,2688,5505024
2026-08-28 06:16:45,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,10,1.8516,6.3700,2720,5570560
2026-08-28 06:17:42,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,11,1.6562,5.2394,2752,5636096
2026-08-28 06:18:28,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,7,1,2.2031,9.0530,2912,5963776
2026-08-28 06:18:38,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,12,1.4688,4.3440,2784,5701632
2026-08-28 06:19:24,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,7,2,2.3906,10.9200,2944,6029312
2026-08-28 06:19:33,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,13,1.7266,5.6215,2816,5767168
2026-08-28 06:20:19,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,7,3,2.1406,8.5045,2976,6094848
2026-08-28 06:20:29,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,14,1.6797,5.3639,2848,5832704
2026-08-28 06:21:15,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,7,4,2.0000,7.3891,3008,6160384
2026-08-28 06:21:25,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,15,2.0938,8.1157,2880,5898240
2026-08-28 06:22:10,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,7,5,2.0156,7.5052,3040,6225920
2026-08-28 06:23:06,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,7,6,2.5156,12.3740,3072,6291456
